forum,year,accept,decision_raw,decision_parse_success,title,abstract,keywords_raw,keyword_document,keyword_count,title_length,abstract_length,topic_cluster,link,num_reviews,mean_score,score_std,rating_parse_success_share,confidence_mean,confidence_parse_success_share,mean_sentiment,mean_politeness,mean_toxicity,mean_constructiveness,review_length_mean,confidence_missing,confidence_mean_imputed,mean_score_percentile,year_topic_cluster,parse_status,mean_sentiment_z,within_year_sentiment_median,high_sentiment,borderline_window,sentiment_rank,propensity_score,propensity_logit
SkOb1Fl0Z,2018,0,Invite to Workshop Track,1,A Flexible Approach to Automated RNN Architecture Generation,"The process of designing neural architectures requires expert knowledge and extensive trial and error. While automated architecture search may simplify these requirements, the recurrent neural network (RNN) architectures generated by existing methods are limited in both flexibility and components. We propose a domain-specific language (DSL) for use in automated architecture search which can produce novel RNNs of arbitrary depth and width. The DSL is flexible enough to define standard architectures such as the Gated Recurrent Unit and Long Short Term Memory and allows the introduction of non-standard RNN components such as trigonometric curves and layer normalization. Using two different candidate generation techniques, random search with a ranking function and reinforcement learning, we explore the novel architectures produced by the RNN DSL for language modeling and machine translation domains. The resulting architectures do not follow human intuition yet perform well on their targeted tasks, suggesting the space of usable RNN architectures is far larger than previously assumed.","['reinforcement learning', 'architecture search', 'ranking function', 'recurrent neural networks', 'recursive neural networks']",reinforcement learning ; architecture search ; ranking function ; recurrent neural networks ; recursive neural networks,5,8,158,12,https://openreview.net/forum?id=SkOb1Fl0Z,3,5.0,1.0,1.0,4.0,1.0,0.9625666666666668,0.7191452122854561,0.0,1.2838919443116,336.0,0,4.0,0.36388286334056397,2018_12,decision=1;rating_share=1.0;confidence_share=1.0,0.8008684452277474,0.5288750031382565,1,35-65,0.8296296296296296,0.42249265151403864,-0.31254911318621625
SkaPsfZ0W,2018,0,Reject,1,Network of Graph Convolutional Networks Trained on Random Walks,"Graph Convolutional Networks (GCNs) are a recently proposed architecture which has had success in semi-supervised learning on graph-structured data. At the same time, unsupervised learning of graph embeddings has benefited from the information contained in random walks. In this paper we propose a model, Network of GCNs (N-GCN), which marries these two lines of work. At its core, N-GCN trains multiple instances of GCNs over node pairs discovered at different distances in random walks, and learns a combination of the instance outputs which optimizes the classification objective. Our experiments show that our proposed N-GCN model achieves state-of-the-art performance on all of the challenging node classification tasks we consider: Cora, Citeseer, Pubmed, and PPI. In addition, our proposed method has other desirable properties, including generalization to recently proposed semi-supervised learning methods such as GraphSAGE, allowing us to propose N-SAGE, and resilience to adversarial input perturbations.","['Graph Convolution', 'Deep Learning', 'Network of Networks']",graph convolution ; deep learning ; network of networks,3,9,154,7,https://openreview.net/forum?id=SkaPsfZ0W,3,5.333333333333333,0.5773502691896258,1.0,3.6666666666666665,1.0,0.9469,1.1796915601069675,0.0,1.929398756008997,347.6666666666667,0,3.6666666666666665,0.4642082429501085,2018_7,decision=1;rating_share=1.0;confidence_share=1.0,0.7597434917833009,0.5288750031382565,1,35-65,0.7518518518518519,0.544805182251812,0.17970276881260508
Skk3Jm96W,2018,0,Invite to Workshop Track,1,Some Considerations on Learning to Explore via Meta-Reinforcement Learning,We consider the problem of exploration in meta reinforcement learning. Two new meta reinforcement learning algorithms are suggested: E-MAML and ERL2. Results are presented on a novel environment we call 'Krazy World' and a set of maze environments. We show E-MAML and ERL2 deliver better performance on tasks where exploration is important.,"['reinforcement learning', 'rl', 'exploration', 'meta learning', 'meta reinforcement learning', 'curiosity']",reinforcement learning ; rl ; exploration ; meta learning ; meta reinforcement learning ; curiosity,6,10,54,1,https://openreview.net/forum?id=Skk3Jm96W,3,5.666666666666667,1.5275252316519463,1.0,4.333333333333333,1.0,0.9848666666666668,1.066802596213274,0.0,1.034766753521951,617.0,0,4.333333333333333,0.5667028199566161,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,0.8594058789603738,0.5288750031382565,1,35-65,0.9555555555555556,0.9159783859327962,2.388918692183957
SkmiegW0b,2018,0,Invite to Workshop Track,1,Challenges in Disentangling Independent Factors of Variation,"We study the problem of building models that disentangle independent factors of variation. Such models encode features that can efficiently be used for classification and to transfer attributes between different images in image synthesis. As data we use a weakly labeled training set, where labels indicate what single factor has changed between two data samples, although the relative value of the change is unknown. This labeling is of particular interest as it may be readily available without annotation costs. We introduce an autoencoder model and train it through constraints on image pairs and triplets. We show the role of feature dimensionality and adversarial training theoretically and experimentally. We formally prove the existence of the reference ambiguity, which is inherently present in the disentangling task when weakly labeled data is used. The numerical value of a factor has different meaning in different reference frames. When the reference depends on other factors, transferring that factor becomes ambiguous. We demonstrate experimentally that the proposed model can successfully transfer attributes on several datasets, but show also cases when the reference ambiguity occurs.","['disentangling', 'factors', 'attribute', 'transfer', 'autoencoder', 'GAN']",disentangling ; factors ; attribute ; transfer ; autoencoder ; gan,6,7,178,4,https://openreview.net/forum?id=SkmiegW0b,3,5.333333333333333,0.5773502691896258,1.0,3.333333333333333,1.0,-0.1110333333333333,0.3690787783517872,0.0,0.8888199881146165,423.6666666666667,0,3.333333333333333,0.4642082429501085,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,-2.017328364429101,0.5288750031382565,0,35-65,0.06666666666666667,0.5779851443615093,0.3145076501941687
SknC0bW0-,2018,0,Reject,1,Continuous-fidelity Bayesian Optimization with Knowledge Gradient,"While Bayesian optimization (BO) has achieved great success in optimizing expensive-to-evaluate black-box functions, especially tuning hyperparameters of neural networks, methods such as random search (Li et al., 2016) and multi-fidelity BO (e.g. Klein et al. (2017)) that exploit cheap approximations, e.g. training on a smaller training data or with fewer iterations, can outperform standard BO approaches that use only full-fidelity observations. In this paper, we propose a novel Bayesian optimization algorithm, the continuous-fidelity knowledge gradient (cfKG) method, that can be used when fidelity is controlled by one or more continuous settings such as training data size and the number of training iterations. cfKG characterizes the value of the information gained by sampling a point at a given fidelity, choosing to sample at the point and fidelity with the largest value per unit cost. Furthermore, cfKG can be generalized, following Wu et al. (2017), to settings where derivatives are available in the optimization process, e.g. large-scale kernel learning, and where more than one point can be evaluated simultaneously. Numerical experiments show that cfKG outperforms state-of-art algorithms when optimizing synthetic functions, tuning convolutional neural networks (CNNs) on CIFAR-10 and SVHN, and in large-scale kernel learning.","['Continuous fidelity', 'Bayesian optimization', 'fast', 'knowledge gradient', 'hyperparameter optimization']",continuous fidelity ; bayesian optimization ; fast ; knowledge gradient ; hyperparameter optimization,5,7,203,4,https://openreview.net/forum?id=SknC0bW0-,3,5.0,1.0,1.0,4.666666666666667,1.0,0.9409666666666666,0.1949317738791423,0.0,1.084210867105604,282.6666666666667,0,4.666666666666667,0.36388286334056397,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,0.7441685094149787,0.5288750031382565,1,35-65,0.7074074074074074,0.345413681410521,-0.6392606861699415
SkqV-XZRZ,2018,0,Reject,1,Variational Bi-LSTMs,"Recurrent neural networks like long short-term memory (LSTM) are important architectures for sequential prediction tasks. LSTMs (and RNNs in general) model sequences along the forward time direction. Bidirectional LSTMs (Bi-LSTMs), which model sequences along both forward and backward directions, generally perform better at such tasks because they capture a richer representation of the data. In the training of Bi-LSTMs, the forward and backward paths are learned independently. We propose a variant of the Bi-LSTM architecture, which we call Variational Bi-LSTM, that creates a dependence between the two paths (during training, but which may be omitted during inference). Our model acts as a regularizer and encourages the two networks to inform each other in making their respective predictions using distinct information. We perform ablation studies to better understand the different components of our model and evaluate the method on various benchmarks, showing state-of-the-art performance.",,missingkeyword,0,3,151,3,https://openreview.net/forum?id=SkqV-XZRZ,3,5.666666666666667,1.5275252316519463,1.0,3.6666666666666665,1.0,0.4256333333333333,0.3289242503264275,0.0,1.6151225628904646,437.6666666666667,0,3.6666666666666665,0.5667028199566161,2018_3,decision=1;rating_share=1.0;confidence_share=1.0,-0.6085799592044597,0.5288750031382565,0,35-65,0.2777777777777778,0.6091258706026633,0.44363934197211885
SkxqZngC-,2018,0,Reject,1,A Bayesian Nonparametric Topic Model with Variational Auto-Encoders,"Topic modeling of text documents is one of the most important tasks in representation learning. In this work, we propose iTM-VAE, which is a Bayesian nonparametric (BNP) topic model with variational auto-encoders. On one hand, as a BNP topic model, iTM-VAE potentially has infinite topics and can adapt the topic number to data automatically. On the other hand, different with the other BNP topic models, the inference of iTM-VAE is modeled by neural networks, which has rich representation capacity and can be computed in a simple feed-forward manner. Two variants of iTM-VAE are also proposed in this paper, where iTM-VAE-Prod models the generative process in products-of-experts fashion for better performance and iTM-VAE-G places a prior over the concentration parameter such that the model can adapt a suitable concentration parameter to data automatically. Experimental results on 20News and Reuters RCV1-V2 datasets show that the proposed models outperform the state-of-the-arts in terms of perplexity, topic coherence and document retrieval tasks. Moreover, the ability of adjusting the concentration parameter to data is also confirmed by experiments.","['topic model', 'Bayesian nonparametric', 'variational auto-encoder', 'document modeling']",topic model ; bayesian nonparametric ; variational auto encoder ; document modeling,4,9,189,4,https://openreview.net/forum?id=SkxqZngC-,3,5.0,2.0,1.0,3.333333333333333,1.0,0.9583666666666666,-0.0436880542514345,0.0,0.5183432141263467,360.0,0,3.333333333333333,0.36388286334056397,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,0.7898434577085974,0.5288750031382565,1,35-65,0.7962962962962963,0.35691690307642454,-0.5887709588563982
Sy-tszZRZ,2018,0,Reject,1,Bounding and Counting Linear Regions of Deep Neural Networks,"In this paper, we study the representational power of deep neural networks (DNN) that belong to the family of piecewise-linear (PWL) functions, based on PWL activation units such as rectifier or maxout. We investigate the complexity of such networks by studying the number of linear regions of the PWL function. Typically, a PWL function from a DNN can be seen as a large family of linear functions acting on millions of such regions. We directly build upon the work of Mont´ufar et al. (2014), Mont´ufar (2017), and Raghu et al. (2017) by refining the upper and lower bounds on the number of linear regions for rectified and maxout networks. In addition to achieving tighter bounds, we also develop a novel method to perform exact numeration or counting of the number of linear regions with a mixed-integer linear formulation that maps the input space to output. We use this new capability to visualize how the number of linear regions change while training DNNs.","['rectifier networks', 'maxout networks', 'piecewise linear functions', 'linear regions', 'mixed-integer programming']",rectifier networks ; maxout networks ; piecewise linear functions ; linear regions ; mixed integer programming,5,9,163,4,https://openreview.net/forum?id=Sy-tszZRZ,3,5.333333333333333,1.1547005383792517,1.0,4.333333333333333,1.0,0.9821,1.7338184350666117,0.0,1.1093250001500934,248.3333333333333,0,4.333333333333333,0.4642082429501085,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,0.8521433871818861,0.5288750031382565,1,35-65,0.937037037037037,0.33434385098866976,-0.6886032870503482
Sy3XxCx0Z,2018,0,Invite to Workshop Track,1,Natural Language Inference with External Knowledge,"Modeling informal inference in natural language is very challenging. With the recent availability of large annotated data, it has become feasible to train complex models such as neural networks to perform natural language inference (NLI), which have achieved state-of-the-art performance. Although there exist relatively large annotated data, can machines learn all knowledge needed to perform NLI from the data? If not, how can NLI models benefit from external knowledge and how to build NLI models to leverage it? In this paper, we aim to answer these questions by enriching the state-of-the-art neural natural language inference models with external knowledge. We demonstrate that the proposed models with external knowledge further improve the state of the art on the Stanford Natural Language Inference (SNLI) dataset.","['natural language inference', 'external knowledge', 'state of the art']",natural language inference ; external knowledge ; state of the art,3,6,129,10,https://openreview.net/forum?id=Sy3XxCx0Z,4,5.25,1.707825127659933,1.0,4.5,1.0,0.976075,0.5398169820671317,0.0,1.7207567122738816,341.5,0,4.5,0.4067245119305857,2018_10,decision=1;rating_share=1.0;confidence_share=1.0,0.8363277800859636,0.5288750031382565,1,35-65,0.9074074074074074,0.5839045719291711,0.3388229368900081
SyBBgXWAZ,2018,0,Reject,1,Optimal transport maps for distribution preserving operations on latent spaces of Generative Models,"Generative models such as Variational Auto Encoders (VAEs) and Generative Adversarial Networks (GANs) are typically trained for a fixed prior distribution in the latent space, such as uniform or Gaussian. After a trained model is obtained, one can sample the Generator in various forms for exploration and understanding, such as interpolating between two samples, sampling in the vicinity of a sample or exploring differences between a pair of samples applied to a third sample. In this paper, we show that the latent space operations used in the literature so far induce a distribution mismatch between the resulting outputs and the prior distribution the model was trained on. To address this, we propose to use distribution matching transport maps to ensure that such latent space operations preserve the prior distribution, while minimally modifying the original operation. Our experimental results validate that the proposed operations give higher quality samples compared to the original operations.","['Generative Models', 'GANs', 'latent space operations', 'optimal transport']",generative models ; gans ; latent space operations ; optimal transport,4,13,152,5,https://openreview.net/forum?id=SyBBgXWAZ,3,5.333333333333333,1.1547005383792517,1.0,3.333333333333333,1.0,0.9431666666666666,0.5890419937498931,0.0,0.8937181707643532,409.3333333333333,0,3.333333333333333,0.4642082429501085,2018_5,decision=1;rating_share=1.0;confidence_share=1.0,0.7499435028773902,0.5288750031382565,1,35-65,0.7296296296296296,0.42306181464240183,-0.3102168273969905
SyELrEeAb,2018,1,Accept (Poster),1,Implicit Causal Models for Genome-wide Association Studies,"Progress in probabilistic generative models has accelerated, developing richer models with neural architectures, implicit densities, and with scalable algorithms for their Bayesian inference. However, there has been limited progress in models that capture causal relationships, for example, how individual genetic factors cause major human diseases. In this work, we focus on two challenges in particular: How do we build richer causal models, which can capture highly nonlinear relationships and interactions between multiple causes? How do we adjust for latent confounders, which are variables influencing both cause and effect and which prevent learning of causal relationships? To address these challenges, we synthesize ideas from causality and modern probabilistic modeling. For the first, we describe implicit causal models, a class of causal models that leverages neural architectures with an implicit density. For the second, we describe an implicit causal model that adjusts for confounders by sharing strength across examples. In experiments, we scale Bayesian inference on up to a billion genetic measurements. We achieve state of the art accuracy for identifying causal factors: we significantly outperform the second best result by an absolute difference of 15-45.3%.",,missingkeyword,0,8,183,3,https://openreview.net/forum?id=SyELrEeAb,3,5.666666666666667,0.5773502691896257,1.0,5.0,1.0,0.9315666666666668,0.0644457881299986,0.0,1.3436125278230542,498.3333333333333,0,5.0,0.5667028199566161,2018_3,decision=1;rating_share=1.0;confidence_share=1.0,0.7194935373483115,0.5288750031382565,1,35-65,0.6777777777777778,0.7031127321762298,0.8621647405380067
SyL9u-WA-,2018,0,Reject,1,Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization,"Vanishing and exploding gradients are two of the main obstacles in training deep neural networks, especially in capturing long range dependencies in recurrent neural networks (RNNs). In this paper, we present an efficient parametrization of the transition matrix of an RNN that allows us to stabilize the gradients that arise in its training. Specifically, we parameterize the transition matrix by its singular value decomposition (SVD), which allows us to explicitly track and control its singular values. We attain efficiency by using tools that are common in numerical linear algebra, namely Householder reflectors for representing the orthogonal matrices that arise in the SVD. By explicitly controlling the singular values, our proposed svdRNN method allows us to easily solve the exploding gradient problem and we observe that it empirically solves the vanishing gradient issue to a large extent. We note that the SVD parameterization can be used for any rectangular weight matrix, hence it can be easily extended to any deep neural network, such as a multi-layer perceptron. Theoretically, we demonstrate that our parameterization does not lose any expressive power, and show how it potentially makes the optimization process easier. Our extensive experimental results also demonstrate that the proposed framework converges faster, and has good generalization, especially when the depth is large.","['Recurrent Neural Network', 'Vanishing Gradient', 'Exploding Gradient', 'Linear Algebra', 'Householder Reflections']",recurrent neural network ; vanishing gradient ; exploding gradient ; linear algebra ; householder reflections,5,10,211,9,https://openreview.net/forum?id=SyL9u-WA-,3,5.666666666666667,1.1547005383792517,1.0,3.6666666666666665,1.0,-0.3129333333333333,0.2364066193853428,0.0,2.315976389409595,162.33333333333334,0,3.6666666666666665,0.5667028199566161,2018_9,decision=1;rating_share=1.0;confidence_share=1.0,-2.5473152644567816,0.5288750031382565,0,35-65,0.02962962962962963,0.3040970595058631,-0.8278632721576379
SySaJ0xCZ,2018,0,Invite to Workshop Track,1,Simple and efficient architecture search for Convolutional Neural Networks,"Neural networks have recently had a lot of success for many tasks. However, neural network architectures that perform well are still typically designed manually by experts in a cumbersome trial-and-error process. We propose a new method to automatically search for well-performing CNN architectures based on a simple hill climbing procedure whose operators apply network morphisms, followed by short optimization runs by cosine annealing. Surprisingly, this simple method yields competitive results, despite only requiring resources in the same order of magnitude as training a single network. E.g., on CIFAR-10, our method designs and trains networks with an error rate below 6% in only 12 hours on a single GPU; training for one day reduces this error further, to almost 5%.","['Deep Learning', 'Hyperparameter Optimization', 'Architecture Search', 'Convolutional Neural Networks', 'Network Morphism', 'Network Transformation', 'SGDR', 'Cosine annealing', 'hill climbing']",deep learning ; hyperparameter optimization ; architecture search ; convolutional neural networks ; network morphism ; network transformation ; sgdr ; cosine annealing ; hill climbing,9,9,120,9,https://openreview.net/forum?id=SySaJ0xCZ,3,5.0,1.0,1.0,4.333333333333333,1.0,0.9412333333333333,0.2910596557107044,0.0,0.9024512397503934,316.3333333333333,0,4.333333333333333,0.36388286334056397,2018_9,decision=1;rating_share=1.0;confidence_share=1.0,0.7448685086225437,0.5288750031382565,1,35-65,0.7185185185185186,0.5568791466734071,0.22850570507797163
SySpa-Z0Z,2018,0,Reject,1,From Information Bottleneck To Activation Norm Penalty,"Many regularization methods have been proposed to prevent overfitting in neural networks. Recently, a regularization method has been proposed to optimize the variational lower bound of the Information Bottleneck Lagrangian. However, this method cannot be generalized to regular neural network architectures. We present the activation norm penalty that is derived from the information bottleneck principle and is theoretically grounded in a variation dropout framework. Unlike in previous literature, it can be applied to any general neural network. We demonstrate that this penalty can give consistent improvements to different state of the art architectures both in language modeling and image classification. We present analyses on the properties of this penalty and compare it to other methods that also reduce mutual information.","['Deep Learning', 'Natural Language Processing']",deep learning ; natural language processing,2,7,120,10,https://openreview.net/forum?id=SySpa-Z0Z,3,5.0,1.7320508075688772,1.0,3.333333333333333,1.0,0.0803666666666667,0.0413733869616222,0.0,0.5640773055633738,329.0,0,3.333333333333333,0.36388286334056397,2018_10,decision=1;rating_share=1.0;confidence_share=1.0,-1.5149039331992942,0.5288750031382565,0,35-65,0.08518518518518518,0.5168316288194706,0.06735196438747082
SyVOjfbRb,2018,0,Invite to Workshop Track,1,LSH-SAMPLING BREAKS THE COMPUTATIONAL CHICKEN-AND-EGG LOOP IN ADAPTIVE STOCHASTIC GRADIENT ESTIMATION,"Stochastic Gradient Descent or SGD is the most popular optimization algorithm for large-scale problems. SGD estimates the gradient by uniform sampling with sample size one. There have been several other works that suggest faster epoch wise convergence by using weighted non-uniform sampling for better gradient estimates. Unfortunately, the per-iteration cost of maintaining this adaptive distribution for gradient estimation is more than calculating the full gradient. As a result, the false impression of faster convergence in iterations leads to slower convergence in time, which we call a chicken-and-egg loop. In this paper, we break this barrier by providing the first demonstration of a sampling scheme, which leads to superior gradient estimation, while keeping the sampling cost per iteration similar to that of the uniform sampling. Such an algorithm is possible due to the sampling view of Locality Sensitive Hashing (LSH), which came to light recently. As a consequence of superior and fast estimation, we reduce the running time of all existing gradient descent algorithms. We demonstrate the benefits of our proposal on both SGD and AdaGrad.","['Stochastic Gradient Descent', 'Optimization', 'Sampling', 'Estimation']",stochastic gradient descent ; optimization ; sampling ; estimation,4,14,180,4,https://openreview.net/forum?id=SyVOjfbRb,3,5.333333333333333,2.309401076758503,1.0,4.666666666666667,1.0,0.1521666666666666,0.7278311965811967,0.0,0.1118568232662192,279.3333333333333,0,4.666666666666667,0.4642082429501085,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,-1.3264291465624078,0.5288750031382565,0,35-65,0.1037037037037037,0.2862394275876086,-0.9137189533526241
SyX0IeWAW,2018,1,Accept (Poster),1,META LEARNING SHARED HIERARCHIES,"We develop a metalearning approach for learning hierarchically structured poli- cies, improving sample efficiency on unseen tasks through the use of shared primitives—policies that are executed for large numbers of timesteps. Specifi- cally, a set of primitives are shared within a distribution of tasks, and are switched between by task-specific policies. We provide a concrete metric for measuring the strength of such hierarchies, leading to an optimization problem for quickly reaching high reward on unseen tasks. We then present an algorithm to solve this problem end-to-end through the use of any off-the-shelf reinforcement learning method, by repeatedly sampling new tasks and resetting task-specific policies. We successfully discover meaningful motor primitives for the directional movement of four-legged robots, solely by interacting with distributions of mazes. We also demonstrate the transferability of primitives to solve long-timescale sparse-reward obstacle courses, and we enable 3D humanoid robots to robustly walk and crawl with the same policy.","['hierarchal reinforcement learning', 'meta-learning']",hierarchal reinforcement learning ; meta learning,2,4,162,1,https://openreview.net/forum?id=SyX0IeWAW,3,5.666666666666667,1.5275252316519463,1.0,3.333333333333333,1.0,0.9739,1.293400623259149,0.0,1.4583427138648437,307.0,0,3.333333333333333,0.5667028199566161,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,0.8306184115492612,0.5288750031382565,1,35-65,0.9037037037037037,0.5844301286799425,0.3409864712617923
SyjsLqxR-,2018,0,Reject,1,"Universality, Robustness, and Detectability of Adversarial Perturbations under Adversarial Training","Classifiers such as deep neural networks have been shown to be vulnerable against adversarial perturbations on problems with high-dimensional input space. While adversarial training improves the robustness of classifiers against such adversarial perturbations, it leaves classifiers sensitive to them on a non-negligible fraction of the inputs. We argue that there are two different kinds of adversarial perturbations: shared perturbations which fool a classifier on many inputs and singular perturbations which only fool the classifier on a small fraction of the data. We find that adversarial training increases the robustness of classifiers against shared perturbations. Moreover, it is particularly effective in removing universal perturbations, which can be seen as an extreme form of shared perturbations. Unfortunately, adversarial training does not consistently increase the robustness against singular perturbations on unseen inputs. However, we find that adversarial training decreases robustness of the remaining perturbations against image transformations such as changes to contrast and brightness or Gaussian blurring. It thus makes successful attacks on the classifier in the physical world less likely. Finally, we show that even singular perturbations can be easily detected and must thus exhibit generalizable patterns even though the perturbations are specific for certain inputs.","['adversarial examples', 'adversarial training', 'universal perturbations', 'safety', 'deep learning']",adversarial examples ; adversarial training ; universal perturbations ; safety ; deep learning,5,10,196,2,https://openreview.net/forum?id=SyjsLqxR-,3,5.0,1.7320508075688772,1.0,3.333333333333333,1.0,-0.3783333333333333,0.7633698150852286,0.0,0.6693943643645092,213.66666666666663,0,3.333333333333333,0.36388286334056397,2018_2,decision=1;rating_share=1.0;confidence_share=1.0,-2.718990070112108,0.5288750031382565,0,35-65,0.018518518518518517,0.03222048820324227,-3.4024017544478573
Syr8Qc1CW,2018,0,Invite to Workshop Track,1,DNA-GAN: Learning Disentangled Representations from Multi-Attribute Images,"Disentangling factors of variation has always been a challenging problem in representation learning. Existing algorithms suffer from many limitations, such as unpredictable disentangling factors, bad quality of generated images from encodings, lack of identity information, etc. In this paper, we proposed a supervised algorithm called DNA-GAN trying to disentangle different attributes of images. The latent representations of images are DNA-like, in which each individual piece represents an independent factor of variation. By annihilating the recessive piece and swapping a certain piece of two latent representations, we obtain another two different representations which could be decoded into images. In order to obtain realistic images and also disentangled representations, we introduced the discriminator for adversarial training. Experiments on Multi-PIE and CelebA datasets demonstrate the effectiveness of our method and the advantage of overcoming limitations existing in other methods.","['disentangled representations', 'multi-attribute images', 'generative adversarial networks']",disentangled representations ; multi attribute images ; generative adversarial networks,3,9,139,5,https://openreview.net/forum?id=Syr8Qc1CW,3,5.0,1.0,1.0,4.333333333333333,1.0,-0.6483333333333333,0.2525252525252525,0.0,1.0114740854297783,245.3333333333333,0,4.333333333333333,0.36388286334056397,2018_5,decision=1;rating_share=1.0;confidence_share=1.0,-3.42773926777171,0.5288750031382565,0,35-65,0.007407407407407408,0.24765366329000188,-1.1111655209313769
r1AoGNlC-,2018,0,Reject,1,Code Synthesis with Priority Queue Training,"We consider the task of program synthesis in the presence of a reward function over the output of programs, where the goal is to find programs with maximal rewards. We introduce a novel iterative optimization scheme, where we train an RNN on a dataset of K best programs from a priority queue of the generated programs so far. Then, we synthesize new programs and add them to the priority queue by sampling from the RNN. We benchmark our algorithm called priority queue training (PQT) against genetic algorithm and reinforcement learning baselines on a simple but expressive Turing complete programming language called BF. Our experimental results show that our deceptively simple PQT algorithm significantly outperforms the baselines. By adding a program length penalty to the reward function, we are able to synthesize short, human readable programs.","['code synthesis', 'program synthesis', 'genetic algorithm', 'reinforcement learning', 'policy gradient', 'reinforce', 'priority queue', 'topk buffer', 'bf', 'code golf', 'rnn']",code synthesis ; program synthesis ; genetic algorithm ; reinforcement learning ; policy gradient ; reinforce ; priority queue ; topk buffer ; bf ; code golf ; rnn,11,6,135,4,https://openreview.net/forum?id=r1AoGNlC-,3,5.666666666666667,0.5773502691896257,1.0,3.6666666666666665,1.0,0.9920333333333334,0.5150072998642857,0.0,1.4104748710351969,589.3333333333334,0,3.6666666666666665,0.5667028199566161,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,0.8782183576636842,0.5288750031382565,1,35-65,0.9814814814814815,0.8467086606174102,1.7090163795558926
r1HhRfWRZ,2018,1,Accept (Poster),1,Learning Awareness Models,"We consider the setting of an agent with a fixed body interacting with an unknown and uncertain external world. We show that models trained to predict proprioceptive information about the agent's body come to represent objects in the external world. In spite of being trained with only internally available signals, these dynamic body models come to represent external objects through the necessity of predicting their effects on the agent's own body. That is, the model learns holistic persistent representations of objects in the world, even though the only training signals are body signals. Our dynamics model is able to successfully predict distributions over 132 sensor readings over 100 steps into the future and we demonstrate that even when the body is no longer in contact with an object, the latent variables of the dynamics model continue to represent its shape. We show that active data collection by maximizing the entropy of predictions about the body---touch sensors, proprioception and vestibular information---leads to learning of dynamic models that show superior performance when used for control. We also collect data from a real robotic hand and show that the same models can be used to answer questions about properties of objects in the real world. Videos with qualitative results of our models are available at https://goo.gl/mZuqAV.","['Awareness', 'Prediction', 'Seq2seq', 'Robots']",awareness ; prediction ; seq seq ; robots,4,3,216,4,https://openreview.net/forum?id=r1HhRfWRZ,3,5.0,1.7320508075688772,1.0,4.333333333333333,1.0,0.9387333333333332,0.245549416820135,0.0,1.3746469982269414,376.3333333333333,0,4.333333333333333,0.36388286334056397,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,0.7383060160516213,0.5288750031382565,1,35-65,0.7,0.4318995480111378,-0.2741052217243855
r1ISxGZRb,2018,0,Reject,1,Generation and Consolidation of Recollections for Efficient Deep Lifelong Learning,"Deep lifelong learning systems need to efficiently manage resources to scale to large numbers of experiences and non-stationary goals. In this paper, we explore the relationship between lossy compression and the resource constrained lifelong learning problem of function transferability. We demonstrate that lossy episodic experience storage can enable efficient function transferability between different architectures and algorithms at a fraction of the storage cost of lossless storage. This is achieved by introducing a generative knowledge distillation strategy that does not store any full training examples. As an important extension of this idea, we show that lossy recollections stabilize deep networks much better than lossless sampling in resource constrained settings of lifelong learning while avoiding catastrophic forgetting. For this setting, we propose a novel dual purpose recollection buffer used to both stabilize the recollection generator itself and an accompanying reasoning model.",,missingkeyword,0,10,140,3,https://openreview.net/forum?id=r1ISxGZRb,3,5.0,0.0,1.0,2.6666666666666665,1.0,-0.2630999999999999,0.6239174175487708,0.0,1.0008456536319366,311.6666666666667,0,2.6666666666666665,0.36388286334056397,2018_3,decision=1;rating_share=1.0;confidence_share=1.0,-2.4165029125430646,0.5288750031382565,0,35-65,0.040740740740740744,0.38256395101875923,-0.47867966723868227
