forum_treated,forum_control,year_treated,year_control,accept_treated,accept_control,decision_raw_treated,decision_raw_control,decision_parse_success_treated,decision_parse_success_control,title_treated,title_control,abstract_treated,abstract_control,keywords_raw_treated,keywords_raw_control,keyword_document_treated,keyword_document_control,keyword_count_treated,keyword_count_control,title_length_treated,title_length_control,abstract_length_treated,abstract_length_control,topic_cluster_treated,topic_cluster_control,link_treated,link_control,num_reviews_treated,num_reviews_control,mean_score_treated,mean_score_control,score_std_treated,score_std_control,rating_parse_success_share_treated,rating_parse_success_share_control,confidence_mean_treated,confidence_mean_control,confidence_parse_success_share_treated,confidence_parse_success_share_control,mean_sentiment_treated,mean_sentiment_control,mean_politeness_treated,mean_politeness_control,mean_toxicity_treated,mean_toxicity_control,mean_constructiveness_treated,mean_constructiveness_control,review_length_mean_treated,review_length_mean_control,confidence_missing_treated,confidence_missing_control,confidence_mean_imputed_treated,confidence_mean_imputed_control,mean_score_percentile_treated,mean_score_percentile_control,year_topic_cluster_treated,year_topic_cluster_control,parse_status_treated,parse_status_control,mean_sentiment_z_treated,mean_sentiment_z_control,within_year_sentiment_median_treated,within_year_sentiment_median_control,high_sentiment_treated,high_sentiment_control,borderline_window_treated,borderline_window_control,propensity_score_treated,propensity_score_control,propensity_logit_treated,propensity_logit_control,distance,year
B1xZD1rtPr,rJeIGkBKPS,2020,2020,0,0,Reject,Reject,1,1,The Dual Information Bottleneck,Improving Confident-Classifiers For Out-of-distribution Detection,"The Information-Bottleneck (IB) framework suggests a general characterization of optimal representations in learning, and deep learning in particular. It is based on the optimal trade off between the representation complexity and accuracy, both of which are quantified by mutual information. The problem is solved by alternating projections between the encoder and decoder of the representation, which can be performed locally at each representation level. The framework, however, has practical drawbacks, in that mutual information is notoriously difficult to handle at high dimension, and only has closed form solutions in special cases. Further, because it aims to extract representations which are minimal sufficient statistics of the data with respect to the desired label, it does not necessarily optimize the actual prediction of unseen labels. Here we present a formal dual problem to the IB which has several interesting properties. By switching the order in the KL-divergence between the representation decoder and data, the optimal decoder becomes the geometric rather than the arithmetic mean of the input points. While providing a good approximation to the original IB, it also preserves the form of exponential families, and optimizes the mutual information on the predicted label rather than the desired one. We also analyze the critical points of the dualIB and discuss their importance for the quality of this approach.","Discriminatively trained neural classifiers can be trusted, only when the input data comes from the training distribution (in-distribution). Therefore, detecting out-of-distribution (OOD) samples is very important to avoid classification errors. In the context of OOD detection for image classification, one of the recent approaches proposes training a classifier called “confident-classifier” by minimizing the standard cross-entropy loss on in-distribution samples and minimizing the KLdivergence between the predictive distribution of OOD samples in the low-density“boundary” of in-distribution and the uniform distribution (maximizing the entropy of the outputs). Thus, the samples could be detected as OOD if they have low confidence or high entropy. In this paper, we analyze this setting both theoretically and experimentally. We also propose a novel algorithm to generate the“boundary” OOD samples to train a classifier with an explicit “reject” class for OOD samples. We compare our approach against several recent classifier-based OOD detectors including the confident-classifiers on MNIST and Fashion-MNISTdatasets. Overall the proposed approach consistently performs better than others across most of the experiments.","['optimal prediction learning', 'exponential families', 'critical points', 'information theory']","['Out-of-distribution detection', 'Manifold', 'Nullspace', 'Variational Auto-encoder', 'GAN', 'Confident-classifier']",optimal prediction learning ; exponential families ; critical points ; information theory,out of distribution detection ; manifold ; nullspace ; variational auto encoder ; gan ; confident classifier,4,6,4,8,218,179,4,4,https://openreview.net/forum?id=B1xZD1rtPr,https://openreview.net/forum?id=rJeIGkBKPS,3,3,4.0,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.9153,-0.0803666666666666,0.8541358958929756,0.5252493429410852,0.0,0.0,1.6314902425371065,2.623329595885342,425.0,380.6666666666667,1,1,3.6666666666666665,3.6666666666666665,0.428,0.428,2020_4,2020_4,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.6396372402483336,-1.9439979350128702,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.5283784532296295,0.5193128092811443,0.11363593815554489,0.07728968958094663,0.036346248574598256,2020
BJx4rerFwB,SJgw51HFDr,2020,2020,0,0,Reject,Reject,1,1,wMAN: WEAKLY-SUPERVISED MOMENT ALIGNMENT NETWORK FOR TEXT-BASED VIDEO SEGMENT RETRIEVAL,Sparse Weight Activation Training,"Given a video and a sentence, the goal of weakly-supervised video moment retrieval is to locate the video segment which is described by the sentence without having access to temporal annotations during training. Instead, a model must learn how to identify the correct segment (i.e. moment) when only being provided with video-sentence pairs. Thus, an inherent challenge is automatically inferring the latent correspondence between visual and language representations. To facilitate this alignment, we propose our Weakly-supervised Moment Alignment Network (wMAN) which exploits a multi-level co-attention mechanism to learn richer multimodal representations. The aforementioned mechanism is comprised of a Frame-By-Word interaction module as well as a novel Word-Conditioned Visual Graph (WCVG). Our approach also incorporates a novel application of positional encodings, commonly used in Transformers, to learn visual-semantic representations that contain contextual information of their relative positions in the temporal sequence through iterative message-passing. Comprehensive experiments on the DiDeMo and Charades-STA datasets demonstrate the effectiveness of our learned representations: our combined wMAN model not only outperforms the state-of-the-art weakly-supervised method by a significant margin but also does better than strongly-supervised state-of-the-art methods on some metrics.","Training convolutional neural networks (CNNs) is time consuming. Prior work has explored how to reduce the computational demands of training by eliminating gradients with relatively small magnitude. We show that eliminating small magnitude components has limited impact on the direction of high-dimensional vectors. However, in the context of training a CNN, we find that eliminating small magnitude components of weight and activation vectors allows us to train deeper networks on more complex datasets versus eliminating small magnitude components of gradients. We propose Sparse Weight Activation Training (SWAT), an algorithm that embodies these observations. SWAT reduces computations by 50% to 80% with better accuracy at a given level of sparsity versus the Dynamic Sparse Graph algorithm. SWAT also reduces memory footprint by 23% to 37% for activations and 50% to 80% for weights.","['vision', 'language', 'video moment retrieval']","['Sparsity', 'Training', 'Acceleration', 'Pruning', 'Compression']",vision ; language ; video moment retrieval,sparsity ; training ; acceleration ; pruning ; compression,3,5,12,4,204,127,4,4,https://openreview.net/forum?id=BJx4rerFwB,https://openreview.net/forum?id=SJgw51HFDr,4,3,4.5,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.96145,0.8338666666666666,0.2653874226870382,0.6379240505910783,0.0,0.0,1.374482716171597,1.5272922885266658,430.0,393.6666666666667,1,1,3.6666666666666665,3.6666666666666665,0.5265,0.428,2020_4,2020_4,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.7593909362693961,0.4283275404437429,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.5308302968552259,0.5393113632545818,0.12347783516010648,0.15757066605437825,0.03409283089427177,2020
Bye-sxHFwB,H1eUz1rKPr,2020,2020,0,0,Reject,Reject,1,1,A Gradient-Based Approach to Neural Networks Structure Learning,Representation Learning with Multisets,"Designing the architecture of deep neural networks (DNNs) requires human expertise and is a cumbersome task. One approach to automatize this task has been considering DNN architecture parameters such as the number of layers, the number of neurons per layer, or the activation function of each layer as hyper-parameters, and using an external method for optimizing it. Here we propose a novel neural network model, called Farfalle Neural Network, in which important architecture features such as the number of neurons in each layer and the wiring among the neurons are automatically learned during the training process. We show that the proposed model can replace a stack of dense layers, which is used as a part of many DNN architectures. It can achieve higher accuracy using significantly fewer parameters.","We study the problem of learning permutation invariant representations that can capture containment relations. We propose training a model on a novel task: predicting the size of the symmetric difference between pairs of multisets, sets which may contain multiple copies of the same object. With motivation from fuzzy set theory, we formulate both multiset representations and how to predict symmetric difference sizes given these representations. We model multiset elements as vectors on the standard simplex and multisets as the summations of such vectors, and we predict symmetric difference as the l1-distance between multiset representations. We demonstrate that our representations more effectively predict the sizes of symmetric differences than DeepSets-based approaches with unconstrained object representations. Furthermore, we demonstrate that the model learns meaningful representations, mapping objects of different classes to different standard basis vectors.",,"['multisets', 'fuzzy sets', 'permutation invariant', 'representation learning', 'containment', 'partial order', 'clustering']",missingkeyword,multisets ; fuzzy sets ; permutation invariant ; representation learning ; containment ; partial order ; clustering,0,7,9,4,129,135,3,11,https://openreview.net/forum?id=Bye-sxHFwB,https://openreview.net/forum?id=H1eUz1rKPr,3,3,4.0,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.8933333333333334,0.7453,0.4459090017659048,0.7316610369366742,0.0,0.0,1.4250490613657345,0.6847884381968555,441.6666666666667,302.3333333333333,1,1,3.6666666666666665,3.6666666666666665,0.428,0.428,2020_3,2020_11,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.5826363838540541,0.19850769910899163,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.5339386928757618,0.5414545672608307,0.1359638391957819,0.16619978454795933,0.03023594535217744,2020
S1e0ZlHYDB,rJePwgSYwB,2020,2020,0,0,Reject,Reject,1,1,Progressive Compressed Records: Taking a Byte Out of Deep Learning Data,SGD Learns One-Layer Networks in WGANs,"Deep learning training accesses vast amounts of data at high velocity, posing challenges for datasets retrieved over commodity networks and storage devices. We introduce a way to dynamically reduce the overhead of fetching and transporting training data with a method we term Progressive Compressed Records (PCRs). PCRs deviate from previous formats by leveraging progressive compression to split each training example into multiple examples of increasingly higher fidelity, without adding to the total data size. Training examples of similar fidelity are grouped together, which reduces both the system overhead and data bandwidth needed to train a model. We show that models can be trained on aggressively compressed representations of the training data and still retain high accuracy, and that PCRs can enable a 2x speedup on average over baseline formats using JPEG compression. Our results hold across deep learning architectures for a wide range of datasets: ImageNet, HAM10000, Stanford Cars, and CelebA-HQ.","Generative adversarial networks (GANs) are a widely used framework for learning generative models. Wasserstein GANs (WGANs), one of the most successful variants of GANs, require solving a minmax problem to global optimality, but in practice, are successfully trained with stochastic gradient descent-ascent. In this paper, we show that, when the generator is a one-layer network, stochastic gradient descent-ascent converges to a global solution in polynomial time and sample complexity.","['Deep Learning', 'Storage', 'Bandwidth', 'Compression']","['Wasserstein GAN', 'global min-max', 'one-layer network']",deep learning ; storage ; bandwidth ; compression,wasserstein gan ; global min max ; one layer network,4,3,11,7,152,72,7,4,https://openreview.net/forum?id=S1e0ZlHYDB,https://openreview.net/forum?id=rJePwgSYwB,4,3,4.5,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.894325,0.2777333333333333,0.5700765712577411,-0.0649772579597141,0.0,0.0,1.6919628377407985,2.2438184536829424,310.0,412.3333333333333,1,1,3.6666666666666665,3.6666666666666665,0.5265,0.428,2020_7,2020_4,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.5852096395107002,-1.0147715310011158,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.548005546975971,0.5432075944742455,0.19261550142951508,0.17326252431548303,0.019352977114032055,2020
HklFUlBKPB,B1lgUkBFwr,2020,2020,0,0,Reject,Reject,1,1,Identifying Weights and Architectures of Unknown ReLU Networks,Unsupervised domain adaptation with imputation,"The output of a neural network depends on its parameters in a highly nonlinear way, and it is widely assumed that a network's parameters cannot be identified from its outputs. Here, we show that in many cases it is possible to reconstruct the architecture, weights, and biases of a deep ReLU network given the ability to query the network. ReLU networks are piecewise linear and the boundaries between pieces correspond to inputs for which one of the ReLUs switches between inactive and active states. Thus, first-layer ReLUs can be identified (up to sign and scaling) based on the orientation of their associated hyperplanes. Later-layer ReLU boundaries bend when they cross earlier-layer boundaries and the extent of bending reveals the weights between them. Our algorithm uses this to identify the units in the network and weights connecting them (up to isomorphism). The fact that considerable parts of deep networks can be identified from their outputs has implications for security, neuroscience, and our understanding of neural networks.","Motivated by practical applications, we consider unsupervised domain adaptation for classification problems, in the presence of missing data in the target domain. More precisely, we focus on the case where there is a domain shift between source and target domains, while some components of the target data are systematically absent. We propose a way to impute non-stochastic missing data for a classification task by leveraging supervision from a complete source domain through domain adaptation. We introduce a single model performing joint domain adaptation, imputation and classification which is shown to perform well under various representative divergence families (H-divergence, Optimal Transport). We perform experiments on two families of datasets: a classical digit classification benchmark commonly used in domain adaptation papers and real world digital advertising datasets, on which we evaluate our model’s classification performance in an unsupervised setting. We analyze its behavior showing the benefit of explicitly imputing non-stochastic missing data jointly with domain adaptation.","['deep neural network', 'ReLU', 'piecewise linear function', 'linear region', 'activation region', 'weights', 'parameters', 'architecture']","['domain adaptation', 'imputation', 'missing data', 'advertising']",deep neural network ; relu ; piecewise linear function ; linear region ; activation region ; weights ; parameters ; architecture,domain adaptation ; imputation ; missing data ; advertising,8,4,8,5,168,158,9,4,https://openreview.net/forum?id=HklFUlBKPB,https://openreview.net/forum?id=B1lgUkBFwr,4,3,4.0,4.666666666666667,2.449489742783178,2.8867513459481287,1.0,1.0,,,0.0,0.0,0.9284,-0.1764666666666666,0.8037494802988813,0.8535048829166477,0.0,0.0,1.9625531798192908,1.2390267684385332,420.75,479.3333333333333,1,1,3.6666666666666665,3.6666666666666665,0.428,0.547,2020_9,2020_4,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.6736301637126005,-2.1933658697392864,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.5532955174579356,0.5602365129598855,0.21399498530277736,0.24212198620078182,0.02812700089800446,2020
BkePneStwH,HyeG9yHKPr,2020,2020,0,0,Reject,Reject,1,1,XD: Cross-lingual Knowledge Distillation for Polyglot Sentence Embeddings,Causally Correct Partial Models for Reinforcement Learning,"Current state-of-the-art results in multilingual natural language inference (NLI) are based on tuning XLM (a pre-trained polyglot language model) separately for each language involved, resulting in multiple models. We reach significantly higher NLI results with a single model for all languages via multilingual tuning. Furthermore, we introduce cross-lingual knowledge distillation (XD), where the same polyglot model is used both as teacher and student across languages to improve its sentence representations without using the end-task labels. When used alone, XD beats multilingual tuning for some languages and the combination of them both results in a new state-of-the-art of 79.2% on the XNLI dataset, surpassing the previous result by absolute 2.5%. The models and code for reproducing our experiments will be made publicly available after de-anonymization.","In reinforcement learning, we can learn a model of future observations and rewards, and use it to plan the agent's next actions. However, jointly modeling future observations can be computationally expensive or even intractable if the observations are high-dimensional (e.g. images). For this reason, previous works have considered partial models, which model only part of the observation. In this paper, we show that partial models can be causally incorrect: they are confounded by the observations they don't model, and can therefore lead to incorrect planning. To address this, we introduce a general family of partial models that are provably causally correct, but avoid the need to fully model future observations.","['cross-lingual transfer', 'sentence embeddings', 'polyglot language models', 'knowledge distillation', 'natural language inference', 'embedding alignment', 'embedding mapping']","['causality', 'model-based reinforcement learning']",cross lingual transfer ; sentence embeddings ; polyglot language models ; knowledge distillation ; natural language inference ; embedding alignment ; embedding mapping,causality ; model based reinforcement learning,7,2,9,7,132,112,10,1,https://openreview.net/forum?id=BkePneStwH,https://openreview.net/forum?id=HyeG9yHKPr,4,4,4.0,4.5,2.449489742783178,3.109126351029605,1.0,1.0,,,0.0,0.0,0.978575,0.413525,0.2054313294232649,0.1450803990764753,0.0,0.0,0.8911182289058961,1.162851165747026,395.0,386.75,1,1,3.6666666666666665,3.6666666666666665,0.428,0.5265,2020_10,2020_1,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.8038282503400502,-0.6624084980175091,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.5588779186424789,0.565285825834629,0.23660939128139366,0.26264274542321286,0.026033354141819204,2020
HklCk1BtwS,HkewNJStDr,2020,2020,0,0,Reject,Reject,1,1,Word embedding re-examined: is the symmetrical factorization optimal?,Efficient High-Dimensional Data Representation Learning via Semi-Stochastic Block Coordinate Descent Methods,"As observed in previous works, many word embedding methods exhibit two interesting properties: (1) words having similar semantic meanings are embedded closely; (2) analogy structure exists in the embedding space, such that ''emph{Paris} is to \\emph{France} as \\emph{Berlin} is to \\emph{Germany}''. We theoretically analyze the inner mechanism leading to these nice properties. Specifically, the embedding can be viewed as a linear transformation from the word-context co-occurrence space to the embedding space. We reveal how the relative distances between nodes change during this transforming process. Such linear transformation will result in these good properties. Based on the analysis, we also provide the answer to a question whether the symmetrical factorization (e.g., \\texttt{word2vec}) is better than traditional SVD method. We propose a method to improve the embedding further. The experiments on real datasets verify our analysis.","With the increase of data volume and data dimension, sparse representation learning attracts more and more attention. For high-dimensional data, randomized block coordinate descent methods perform well because they do not need to calculate the gradient along the whole dimension. Existing hard thresholding algorithms evaluate gradients followed by a hard thresholding operation to update the model parameter, which leads to slow convergence. To address this issue, we propose a novel hard thresholding algorithm, called Semi-stochastic Block Coordinate Descent Hard Thresholding Pursuit (SBCD-HTP). Moreover, we present its sparse and asynchronous parallel variants. We theoretically analyze the convergence properties of our algorithms, which show that they have a significantly lower hard thresholding complexity than existing algorithms. Our empirical evaluations on real-world datasets and face recognition tasks demonstrate the superior performance of our algorithms for sparsity-constrained optimization problems.","['word embedding', 'matrix factorization', 'linear transformation', 'neighborhood structure']","['Sparse learning', 'Hard thresholding', 'High-dimensional regression']",word embedding ; matrix factorization ; linear transformation ; neighborhood structure,sparse learning ; hard thresholding ; high dimensional regression,4,3,9,13,142,140,4,4,https://openreview.net/forum?id=HklCk1BtwS,https://openreview.net/forum?id=HkewNJStDr,3,3,4.0,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.96,0.5988666666666667,0.2768961978062736,0.240973214072041,0.0,0.0,0.4881994670727065,1.0838774385801804,448.0,473.0,1,1,3.6666666666666665,3.6666666666666665,0.428,0.428,2020_4,2020_4,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.7556283607714428,-0.18146917819005312,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.564980498148987,0.5702794046470425,0.2614003520750892,0.28299120507787495,0.021590853002785737,2020
r1ghgxHtPH,rkl3m1BFDB,2020,2020,0,1,Reject,Accept (Poster),1,1,Blurring Structure and Learning to Optimize and Adapt Receptive Fields,Exploratory Not Explanatory: Counterfactual Analysis of Saliency Maps for Deep Reinforcement Learning,"The visual world is vast and varied, but its variations divide into structured and unstructured factors. We compose free-form filters and structured Gaussian filters, optimized end-to-end, to factorize deep representations and learn both local features and their degree of locality. In effect this optimizes over receptive field size and shape, tuning locality to the data and task. Our semi-structured composition is strictly more expressive than free-form filtering, and changes in its structured parameters would require changes in architecture for standard networks. Dynamic inference, in which the Gaussian structure varies with the input, adapts receptive field size to compensate for local scale variation. Optimizing receptive field size improves semantic segmentation accuracy on Cityscapes by 1-2 points for strong dilated and skip architectures and by up to 10 points for suboptimal designs. Adapting receptive fields by dynamic Gaussian structure further improves results, equaling the accuracy of free-form deformation while improving efficiency.","Saliency maps are frequently used to support explanations of the behavior of deep reinforcement learning (RL) agents. However, a review of how saliency maps are used in practice indicates that the derived explanations are often unfalsifiable and can be highly subjective. We introduce an empirical approach grounded in counterfactual reasoning to test the hypotheses generated from saliency maps and assess the degree to which they correspond to the semantics of RL environments. We use Atari games, a common benchmark for deep RL, to evaluate three types of saliency maps. Our results show the extent to which existing claims about Atari games can be evaluated and suggest that saliency maps are best viewed as an exploratory tool rather than an explanatory tool.","['scale', 'deep learning', 'dynamic inference', 'fully convolutional']","['explainability', 'saliency maps', 'representations', 'deep reinforcement learning']",scale ; deep learning ; dynamic inference ; fully convolutional,explainability ; saliency maps ; representations ; deep reinforcement learning,4,4,10,12,153,121,7,1,https://openreview.net/forum?id=r1ghgxHtPH,https://openreview.net/forum?id=rkl3m1BFDB,3,3,4.0,4.0,1.7320508075688772,3.605551275463989,1.0,1.0,,,0.0,0.0,0.9831,0.5653333333333334,0.2796010432512914,0.7146314380890016,0.0,0.0,1.7523045873561338,1.2494324637736176,354.3333333333333,421.3333333333333,1,1,3.6666666666666665,3.6666666666666665,0.428,0.428,2020_7,2020_1,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.815570080773318,-0.2684841425794997,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.5721528919440686,0.573069172623833,0.29064034167807745,0.2943844262114515,0.003744084533374048,2020
ryguP1BFwr,HJgb7lSFwS,2020,2020,0,0,Reject,Reject,1,1,Walking the Tightrope: An Investigation of the Convolutional Autoencoder Bottleneck,Distance-based Composable Representations with Neural Networks,"In this paper, we present an in-depth investigation of the convolutional autoencoder (CAE) bottleneck. Autoencoders (AE), and especially their convolutional variants, play a vital role in the current deep learning toolbox. Researchers and practitioners employ CAEs for a variety of tasks, ranging from outlier detection and compression to transfer and representation learning. Despite their widespread adoption, we have limited insight into how the bottleneck shape impacts the emergent properties of the CAE. We demonstrate that increased height and width of the bottleneck drastically improves generalization, which in turn leads to better performance of the latent codes in downstream transfer learning tasks. The number of channels in the bottleneck, on the other hand, is secondary in importance. Furthermore, we show empirically, that, contrary to popular belief, CAEs do not learn to copy their input, even when the bottleneck has the same number of neurons as there are pixels in the input. Copying does not occur, despite training the CAE for 1,000 epochs on a tiny (~ 600 images) dataset. We believe that the findings in this paper are directly applicable and will lead to improvements in models that rely on CAEs.","We introduce a new deep learning technique that builds individual and class representations based on distance estimates to randomly generated contextual dimensions for different modalities. Recent works have demonstrated advantages to creating representations from probability distributions over their contexts rather than single points in a low-dimensional Euclidean vector space. These methods, however, rely on pre-existing features and are limited to textual information. In this work, we obtain generic template representations that are vectors containing the average distance of a class to randomly generated contextual information. These representations have the benefit of being both interpretable and composable. They are initially learned by estimating the Wasserstein distance for different data subsets with deep neural networks. Individual samples or instances can then be compared to the generic class representations, which we call templates, to determine their similarity and thus class membership. We show that this technique, which we call WDVec, delivers good results for multi-label image classification. Additionally, we illustrate the benefit of templates and their composability by performing retrieval with complex queries where we modify the information content in the representations. Our method can be used in conjunction with any existing neural network and create theoretically infinitely large feature maps.","['convolutional autoencoder', 'bottleneck', 'representation learning']","['Representation learning', 'Wasserstein distance', 'Composability', 'Templates']",convolutional autoencoder ; bottleneck ; representation learning,representation learning ; wasserstein distance ; composability ; templates,3,4,10,7,188,201,11,11,https://openreview.net/forum?id=ryguP1BFwr,https://openreview.net/forum?id=HJgb7lSFwS,3,3,4.0,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.8911000000000001,0.6655666666666668,0.5825286731039485,-0.049455984174085,0.0,0.0,1.3926024514133983,1.519645582441936,417.6666666666667,402.0,1,1,3.6666666666666665,3.6666666666666665,0.428,0.428,2020_11,2020_11,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.5768411526273217,-0.008390705284205232,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.572169842583134,0.5707576196746885,0.29070958653913703,0.28494288711990257,0.005766699419234467,2020
rkxmPgrKwB,HJeFmkBtvB,2020,2020,0,0,Reject,Reject,1,1,Weight-space symmetry in neural network loss landscapes revisited,Annealed Denoising score matching: learning Energy based model in high-dimensional spaces,"Neural network training depends on the structure of the underlying loss landscape, i.e. local minima, saddle points, flat plateaus, and loss barriers. In relation to the structure of the landscape, we study the permutation symmetry of neurons in each layer of a deep neural network, which gives rise not only to multiple equivalent global minima of the loss function but also to critical points in between partner minima. In a network of $d-1$ hidden layers with $n_k$ neurons in layers $k = 1, \\ldots, d$, we construct continuous paths between equivalent global minima that lead through a `permutation point' where the input and output weight vectors of two neurons in the same hidden layer $k$ collide and interchange. We show that such permutation points are critical points which lie inside high-dimensional subspaces of equal loss, contributing to the global flatness of the landscape. We also find that a permutation point for the exchange of neurons $i$ and $j$ transits into a flat high-dimensional plateau that enables all $n_k!$ permutations of neurons in a given layer $k$ at the same loss value. Moreover, we introduce higher-order permutation points by exploiting the hierarchical structure in the loss landscapes of neural networks, and find that the number of $K$-th order permutation points is much larger than the (already huge) number of equivalent global minima -- at least by a polynomial factor of order $K$. In two tasks, we demonstrate numerically with our path finding method that continuous paths between partner minima exist: first, in a toy network with a single hidden layer on a function approximation task and, second, in a multilayer network on the MNIST task. Our geometric approach yields a lower bound on the number of critical points generated by weight-space symmetries and provides a simple intuitive link between previous theoretical results and numerical observations.","Energy based models outputs unmormalized log-probability values given datasamples. Such a estimation is essential in a variety of application problems suchas sample generation, denoising, sample restoration, outlier detection, Bayesianreasoning, and many more. However, standard maximum likelihood training iscomputationally expensive due to the requirement of sampling model distribution.Score matching potentially alleviates this problem, and denoising score matching(Vincent, 2011) is a particular convenient version. However, previous attemptsfailed to produce models capable of high quality sample synthesis. We believethat it is because they only performed denoising score matching over a singlenoise scale. To overcome this limitation, here we instead learn an energy functionusing all noise scales. When sampled using Annealed Langevin dynamics andsingle step denoising jump, our model produced high-quality samples comparableto state-of-the-art techniques such as GANs, in addition to assigning likelihood totest data comparable to previous likelihood models. Our model set a new sam-ple quality baseline in likelihood-based models. We further demonstrate that our model learns sample distribution and generalize well on an image inpainting tasks.","['Weight-space symmetry', 'neural network landscapes']","['Energy based models', 'score matching', 'annealing', 'likelihood', 'generative model', 'unsupervised learning']",weight space symmetry ; neural network landscapes,energy based models ; score matching ; annealing ; likelihood ; generative model ; unsupervised learning,2,6,9,12,309,172,9,4,https://openreview.net/forum?id=rkxmPgrKwB,https://openreview.net/forum?id=HJeFmkBtvB,3,3,4.0,4.0,1.7320508075688772,1.7320508075688772,1.0,1.0,,,0.0,0.0,0.8750333333333334,0.3233666666666666,0.324325081606635,0.2367955490000798,0.0,0.0,0.6018874860347111,0.7291814238721251,545.3333333333334,452.6666666666667,1,1,3.6666666666666665,3.6666666666666665,0.428,0.428,2020_9,2020_4,decision=1;rating_share=1.0;confidence_share=0.0,decision=1;rating_share=1.0;confidence_share=0.0,0.5351500861902309,-0.8963585228011631,0.4304899401552106,0.4304899401552106,1,0,40-60,40-60,0.5767108117573232,0.5814354094862371,0.3092853424687669,0.32866867393349386,0.019383331464726983,2020
