forum,year,accept,decision_raw,decision_parse_success,title,abstract,keywords_raw,keyword_document,keyword_count,title_length,abstract_length,topic_cluster,link,num_reviews,mean_score,score_std,rating_parse_success_share,confidence_mean,confidence_parse_success_share,mean_sentiment,mean_politeness,mean_toxicity,mean_constructiveness,review_length_mean,confidence_missing,confidence_mean_imputed,mean_score_percentile,year_topic_cluster,parse_status,mean_sentiment_z,within_year_sentiment_median,high_sentiment,borderline_window,propensity_score,propensity_logit
rJg4J3CqFm,2019,1,Accept (Poster),1,Learning Embeddings into Entropic Wasserstein Spaces,"Despite their prevalence, Euclidean embeddings of data are fundamentally limited in their ability to capture latent semantic structures, which need not conform to Euclidean spatial assumptions. Here we consider an alternative, which embeds data as discrete probability distributions in a Wasserstein space, endowed with an optimal transport metric. Wasserstein spaces are much larger and more flexible than Euclidean spaces, in that they can successfully embed a wider variety of metric structures. We propose to exploit this flexibility by learning an embedding that captures the semantic information in the Wasserstein distance between embedded distributions. We examine empirically the representational capacity of such learned Wasserstein embeddings, showing that they can embed a wide variety of complex metric structures with smaller distortion than an equivalent Euclidean embedding. We also investigate an application to word embedding, demonstrating a unique advantage of Wasserstein embeddings: we can directly visualize the high-dimensional embedding, as it is a probability distribution on a low-dimensional space. This obviates the need for dimensionality reduction techniques such as t-SNE for visualization.","['Embedding', 'Wasserstein', 'Sinkhorn', 'Optimal Transport']",embedding ; wasserstein ; sinkhorn ; optimal transport,4,6,172,4,https://openreview.net/forum?id=rJg4J3CqFm,3,5.666666666666667,2.309401076758504,1.0,3.6666666666666665,1.0,0.905,0.7763322715898502,0.0,1.68425907065793,277.3333333333333,0,3.6666666666666665,0.538,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.5935671850955807,0.47133921998762673,1,30-70,0.35920502434193663,-0.5788162310709218
rJg8yhAqKm,2019,1,Accept (Poster),1,InfoBot: Transfer and Exploration via the Information Bottleneck,"A central challenge in reinforcement learning is discovering effective policies for tasks where rewards are sparsely distributed. We postulate that in the absence of useful reward signals, an effective exploration strategy should seek out {\\it decision states}. These states lie at critical junctions in the state space from where the agent can transition to new, potentially unexplored regions. We propose to learn about decision states from prior experience. By training a goal-conditioned model with an information bottleneck, we can identify decision states by examining where the model accesses the goal state through the bottleneck. We find that this simple mechanism effectively identifies decision states, even in partially observed settings. In effect, the model learns the sensory cues that correlate with potential subgoals. In new environments, this model can then identify novel subgoals for further exploration, guiding the agent through a sequence of potential decision states and through new regions of the state space.","['Information bottleneck', 'policy transfer', 'policy generalization', 'exploration']",information bottleneck ; policy transfer ; policy generalization ; exploration,4,8,154,4,https://openreview.net/forum?id=rJg8yhAqKm,3,5.666666666666667,2.309401076758504,1.0,3.0,1.0,0.8639,0.6422757754033076,0.0,1.7262759714042757,335.0,0,3.0,0.538,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.48118308294934126,0.47133921998762673,1,30-70,0.3798775662466655,-0.49006792562241197
rJgfjjC9Ym,2019,0,Reject,1,Backprop with Approximate Activations for Memory-efficient Network Training,"With innovations in architecture design, deeper and wider neural network models deliver improved performance on a diverse variety of tasks. But the increased memory footprint of these models presents a challenge during training, when all intermediate layer activations need to be stored for back-propagation. Limited GPU memory forces practitioners to make sub-optimal choices: either train inefficiently with smaller batches of examples; or limit the architecture to have lower depth and width, and fewer layers at higher spatial resolutions. This work introduces an approximation strategy that significantly reduces a network's memory footprint during training, but has negligible effect on training performance and computational expense. During the forward pass, we replace activations with lower-precision approximations immediately after they have been used by subsequent layers, thus freeing up memory. The approximate activations are then used during the backward pass. This approach limits the accumulation of errors across the forward and backward pass---because the forward computation across the network still happens at full precision, and the approximation has a limited effect when computing gradients to a layer's input. Experiments, on CIFAR and ImageNet, show that using our approach with 8- and even 4-bit fixed-point approximations of 32-bit floating-point activations has only a minor effect on training and validation performance, while affording significant savings in memory usage.","['Back-propagation', 'Memory Efficient Training', 'Approximate Gradients', 'Deep Learning']",back propagation ; memory efficient training ; approximate gradients ; deep learning,4,9,217,7,https://openreview.net/forum?id=rJgfjjC9Ym,3,5.666666666666667,1.1547005383792517,1.0,4.0,1.0,0.9342666666666668,0.5246535208926383,0.0,1.8353279620343848,281.0,0,4.0,0.538,2019_7,decision=1;rating_share=1.0;confidence_share=1.0,0.6735941450991481,0.47133921998762673,1,30-70,0.4338869656761071,-0.2660097131232735
rJl2E3AcF7,2019,0,Reject,1,Doubly Sparse: Sparse Mixture of Sparse Experts for Efficient Softmax Inference,"Computations for the softmax function in neural network models are expensive when the number of output classes is large. This can become a significant issue in both training and inference for such models. In this paper, we present Doubly Sparse Softmax (DS-Softmax), Sparse Mixture of Sparse of Sparse Experts, to improve the efficiency for softmax inference. During training, our method learns a two-level class hierarchy by dividing entire output class space into several partially overlapping experts. Each expert is responsible for a learned subset of the output class space and each output class only belongs to a small number of those experts. During inference, our method quickly locates the most probable expert to compute small-scale softmax. Our method is learning-based and requires no knowledge of the output class partition space a priori. We empirically evaluate our method on several real-world tasks and demonstrate that we can achieve significant computation reductions without loss of performance.","['hierarchical softmax', 'model compression']",hierarchical softmax ; model compression,2,11,159,4,https://openreview.net/forum?id=rJl2E3AcF7,3,5.666666666666667,1.5275252316519463,1.0,3.0,1.0,0.7874666666666666,0.7544335648054873,0.0,1.70967034246238,221.66666666666663,0,3.0,0.538,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.27218328877146053,0.47133921998762673,0,30-70,0.29517927906550645,-0.8703605765314444
rJl3S2A9t7,2019,0,Reject,1,Policy Optimization via Stochastic Recursive Gradient Algorithm,"In this paper, we propose the StochAstic Recursive grAdient Policy Optimization (SARAPO) algorithm which is a novel variance reduction method on Trust Region Policy Optimization (TRPO). The algorithm incorporates the StochAstic Recursive grAdient algoritHm(SARAH) into the TRPO framework. Compared with the existing Stochastic Variance Reduced Policy Optimization (SVRPO), our algorithm is more stable in the variance. Furthermore, by theoretical analysis the ordinary differential equation and the stochastic differential equation (ODE/SDE) of SARAH, we analyze its convergence property and stability. Our experiments demonstrate its performance on a variety of benchmark tasks. We show that our algorithm gets better improvement in each iteration and matches or even outperforms SVRPO and TRPO.","['reinforcement learning', 'policy gradient', 'variance reduction', 'stochastic recursive gradient algorithm']",reinforcement learning ; policy gradient ; variance reduction ; stochastic recursive gradient algorithm,4,7,111,1,https://openreview.net/forum?id=rJl3S2A9t7,3,5.333333333333333,0.5773502691896257,1.0,2.6666666666666665,1.0,0.8828333333333332,-0.0285742437678589,0.0,3.898569213456343,214.66666666666663,0,2.6666666666666665,0.441,2019_1,decision=1;rating_share=1.0;confidence_share=1.0,0.5329545103776168,0.47133921998762673,1,30-70,0.5148118219834865,0.0592646280873135
rJl6M2C5Y7,2019,0,Reject,1,Online Hyperparameter Adaptation via Amortized Proximal Optimization,"Effective performance of neural networks depends critically on effective tuning of optimization hyperparameters, especially learning rates (and schedules thereof). We present Amortized Proximal Optimization (APO), which takes the perspective that each optimization step should approximately minimize a proximal objective (similar to the ones used to motivate natural gradient and trust region policy optimization). Optimization hyperparameters are adapted to best minimize the proximal objective after one weight update. We show that an idealized version of APO (where an oracle minimizes the proximal objective exactly) achieves global convergence to stationary point and locally second-order convergence to global optimum for neural networks. APO incurs minimal computational overhead. We experiment with using APO to adapt a variety of optimization hyperparameters online during training, including (possibly layer-specific) learning rates, damping coefficients, and gradient variance exponents. For a variety of network architectures and optimization algorithms (including SGD, RMSprop, and K-FAC), we show that with minimal tuning, APO performs competitively with carefully tuned optimizers.","['hyperparameters', 'optimization', 'learning rate adaptation']",hyperparameters ; optimization ; learning rate adaptation,3,7,160,4,https://openreview.net/forum?id=rJl6M2C5Y7,3,6.0,1.0,1.0,3.6666666666666665,1.0,0.9437333333333332,0.7773142627216679,0.0,1.5296372054940603,293.6666666666667,0,3.6666666666666665,0.6285,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.6994798588132852,0.47133921998762673,1,30-70,0.44219878000169394,-0.2322431528610567
rJlJ-2CqtX,2019,0,Reject,1,Success at any cost: value constrained model-free continuous control,"Naively applying Reinforcement Learning algorithms to continuous control problems -- such as locomotion and robot control -- to maximize task reward often results in policies which rely on high-amplitude, high-frequency control signals, known colloquially as bang-bang control. While such policies can implement the optimal solution, particularly in simulated systems, they are often not desirable for real world systems since bang-bang control can lead to increased wear and tear and energy consumption and tends to excite undesired second-order dynamics. To counteract this issue, multi-objective optimization can be used to simultaneously optimize both the reward and some auxiliary cost that discourages undesired (e.g. high-amplitude) control. In principle, such an approach can yield the sought after, smooth, control policies. It can, however, be hard to find the correct trade-off between cost and return that results in the desired behavior. In this paper we propose a new constraint-based approach which defines a lower bound on the return while minimizing one or more costs (such as control effort). We employ Lagrangian relaxation to learn both (a) the parameters of a control policy that satisfies the desired constraints and (b) the Lagrangian multipliers for the optimization. Moreover, we demonstrate policy optimization which satisfies constraints either in expectation or in a per-step fashion, and we learn a single conditional policy that is able to dynamically change the trade-off between return and cost. We demonstrate the efficiency of our approach using a number of continuous control benchmark tasks as well as a realistic, energy-optimized quadruped locomotion task.","['reinforcement learning', 'continuous control', 'robotics', 'constrained optimization', 'multi-objective optimization']",reinforcement learning ; continuous control ; robotics ; constrained optimization ; multi objective optimization,5,10,260,1,https://openreview.net/forum?id=rJlJ-2CqtX,3,6.0,1.0,1.0,4.0,1.0,0.9531,0.1778974545014475,0.0,0.8465920803583141,353.0,0,4.0,0.6285,2019_1,decision=1;rating_share=1.0;confidence_share=1.0,0.7250921318895979,0.47133921998762673,1,30-70,0.6563604014985053,0.647116601211832
rJlRKjActQ,2019,0,Reject,1,Manifold Mixup: Learning Better Representations by Interpolating Hidden States,"Deep networks often perform well on the data distribution on which they are trained, yet give incorrect (and often very confident) answers when evaluated on points from off of the training distribution. This is exemplified by the adversarial examples phenomenon but can also be seen in terms of model generalization and domain shift. Ideally, a model would assign lower confidence to points unlike those from the training distribution. We propose a regularizer which addresses this issue by training with interpolated hidden states and encouraging the classifier to be less confident at these points. Because the hidden states are learned, this has an important effect of encouraging the hidden states for a class to be concentrated in such a way so that interpolations within the same class or between two different classes do not intersect with the real data points from other classes. This has a major advantage in that it avoids the underfitting which can result from interpolating in the input space. We prove that the exact condition for this problem of underfitting to be avoided by Manifold Mixup is that the dimensionality of the hidden states exceeds the number of classes, which is often the case in practice. Additionally, this concentration can be seen as making the features in earlier layers more discriminative. We show that despite requiring no significant additional computation, Manifold Mixup achieves large improvements over strong baselines in supervised learning, robustness to single-step adversarial attacks, semi-supervised learning, and Negative Log-Likelihood on held out samples.","['Regularizer', 'Supervised Learning', 'Semi-supervised Learning', 'Better representation learning', 'Deep Neural Networks.']",regularizer ; supervised learning ; semi supervised learning ; better representation learning ; deep neural networks,5,9,251,11,https://openreview.net/forum?id=rJlRKjActQ,3,6.0,2.0,1.0,3.333333333333333,1.0,0.9563,0.3761043374611796,0.0,2.072906297651056,370.3333333333333,0,3.333333333333333,0.6285,2019_11,decision=1;rating_share=1.0;confidence_share=1.0,0.733842232300011,0.47133921998762673,1,30-70,0.4843027131790606,-0.06280978822243548
rJl_NhR9K7,2019,0,Reject,1,ISA-VAE: Independent Subspace Analysis with Variational Autoencoders,"Recent work has shown increased interest in using the Variational Autoencoder (VAE) framework to discover interpretable representations of data in an unsupervised way. These methods have focussed largely on modifying the variational cost function to achieve this goal. However, we show that methods like beta-VAE simplify the tendency of variational inference to underfit causing pathological over-pruning and over-orthogonalization of learned components. In this paper we take a complementary approach: to modify the probabilistic model to encourage structured latent variable representations to be discovered. Specifically, the standard VAE probabilistic model is unidentifiable: the likelihood of the parameters is invariant under rotations of the latent space. This means there is no pressure to identify each true factor of variation with a latent variable. We therefore employ a rich prior distribution, akin to the ICA model, that breaks the rotational symmetry. Extensive quantitative and qualitative experiments demonstrate that the proposed prior mitigates the trade-off introduced by modified cost functions like beta-VAE and TCVAE between reconstruction loss and disentanglement. The proposed prior allows to improve these approaches with respect to both disentanglement and reconstruction quality significantly over the state of the art.","['representation learning', 'disentanglement', 'interpretability', 'variational autoencoders']",representation learning ; disentanglement ; interpretability ; variational autoencoders,4,8,193,11,https://openreview.net/forum?id=rJl_NhR9K7,3,5.0,1.7320508075688772,1.0,4.0,1.0,0.3082,0.6306964868456655,0.0,2.1877549108568792,317.6666666666667,0,4.0,0.3365,2019_11,decision=1;rating_share=1.0;confidence_share=1.0,-1.0383265414464065,0.47133921998762673,0,30-70,0.40562817265291995,-0.38206818642045165
rJlcV2Actm,2019,0,Reject,1,MahiNet: A Neural Network for Many-Class Few-Shot Learning with Class Hierarchy,"We study many-class few-shot (MCFS) problem in both supervised learning and meta-learning scenarios. Compared to the well-studied many-class many-shot and few-class few-shot problems, MCFS problem commonly occurs in practical applications but is rarely studied. MCFS brings new challenges because it needs to distinguish between many classes, but only a few samples per class are available for training. In this paper, we propose ``memory-augmented hierarchical-classification network (MahiNet)'' for MCFS learning. It addresses the ``many-class'' problem by exploring the class hierarchy, e.g., the coarse-class label that covers a subset of fine classes, which helps to narrow down the candidates for the fine class and is cheaper to obtain. MahiNet uses a convolutional neural network (CNN) to extract features, and integrates a memory-augmented attention module with a multi-layer perceptron (MLP) to produce the probabilities over coarse and fine classes. While the MLP extends the linear classifier, the attention module extends a KNN classifier, both together targeting the ''`few-shot'' problem. We design different training strategies of MahiNet for supervised learning and meta-learning. Moreover, we propose two novel benchmark datasets ''mcfsImageNet'' (as a subset of ImageNet) and ''mcfsOmniglot'' (re-splitted Omniglot) specifically for MCFS problem. In experiments, we show that MahiNet outperforms several state-of-the-art models on MCFS classification tasks in both supervised learning and meta-learning scenarios.","['deep learning', 'many-class few-shot', 'class hierarchy', 'meta learning']",deep learning ; many class few shot ; class hierarchy ; meta learning,4,13,234,7,https://openreview.net/forum?id=rJlcV2Actm,3,5.333333333333333,0.5773502691896257,1.0,3.0,1.0,0.9111333333333334,0.5477616461979445,0.0,1.2069943215803252,322.3333333333333,0,3.0,0.441,2019_7,decision=1;rating_share=1.0;confidence_share=1.0,0.6103382108822052,0.47133921998762673,1,30-70,0.4054371322778302,-0.38286063544505294
rJleN20qK7,2019,1,Accept (Poster),1,Two-Timescale Networks for Nonlinear Value Function Approximation,"A key component for many reinforcement learning agents is to learn a value function, either for policy evaluation or control. Many of the algorithms for learning values, however, are designed for linear function approximation---with a fixed basis or fixed representation. Though there have been a few sound extensions to nonlinear function approximation, such as nonlinear gradient temporal difference learning, these methods have largely not been adopted, eschewed in favour of simpler but not sound methods like temporal difference learning and Q-learning. In this work, we provide a two-timescale network (TTN) architecture that enables linear methods to be used to learn values, with a nonlinear representation learned at a slower timescale. The approach facilitates the use of algorithms developed for the linear setting, such as data-efficient least-squares methods, eligibility traces and the myriad of recently developed linear policy evaluation algorithms, to provide nonlinear value estimates. We prove convergence for TTNs, with particular care given to ensure convergence of the fast linear component under potentially dependent features provided by the learned representation. We empirically demonstrate the benefits of TTNs, compared to other nonlinear value function approximation algorithms, both for policy evaluation and control.","['Reinforcement learning', 'policy evaluation', 'nonlinear function approximation']",reinforcement learning ; policy evaluation ; nonlinear function approximation,3,8,196,1,https://openreview.net/forum?id=rJleN20qK7,4,6.25,0.4999999999999999,1.0,4.0,1.0,0.5696,0.3209702775246981,0.0,1.6314674167139207,501.0,0,4.0,0.677,2019_1,decision=1;rating_share=1.0;confidence_share=1.0,-0.3235527141708109,0.47133921998762673,0,30-70,0.8035067842715118,1.408357723382911
rJxF73R9tX,2019,0,Reject,1,Knows When it Doesn’t Know: Deep Abstaining Classifiers,"We introduce the deep abstaining classifier -- a deep neural network trained with a novel loss function that provides an abstention option during training. This allows the DNN to abstain on confusing or difficult-to-learn examples while improving performance on the non-abstained samples. We show that such deep abstaining classifiers can: (i) learn representations for structured noise -- where noisy training labels or confusing examples are correlated with underlying features -- and then learn to abstain based on such features; (ii) enable robust learning in the presence of arbitrary or unstructured noise by identifying noisy samples; and (iii) be used as an effective out-of-category detector that learns to reliably abstain when presented with samples from unknown classes. We provide analytical results on loss function behavior that enable automatic tuning of accuracy and coverage, and demonstrate the utility of the deep abstaining classifier using multiple image benchmarks, Results indicate significant improvement in learning in the presence of label noise.","['deep learning', 'robust learning', 'abstention', 'representation learning', 'abstaining classifier', 'open-set detection']",deep learning ; robust learning ; abstention ; representation learning ; abstaining classifier ; open set detection,6,9,159,11,https://openreview.net/forum?id=rJxF73R9tX,3,5.333333333333333,0.5773502691896257,1.0,4.0,1.0,0.4362666666666666,0.1834346609097787,0.0,2.317345799535428,321.6666666666667,0,4.0,0.441,2019_11,decision=1;rating_share=1.0;confidence_share=1.0,-0.6881402312713444,0.47133921998762673,0,30-70,0.4947064238999022,-0.02117509558060803
rJxMM2C5K7,2019,0,Reject,1,Nested Dithered Quantization for Communication Reduction in Distributed Training,"In distributed training, the communication cost due to the transmission of gradients or the parameters of the deep model is a major bottleneck in scaling up the number of processing nodes. To address this issue, we propose dithered quantization for the transmission of the stochastic gradients and show that training with Dithered Quantized Stochastic Gradients (DQSG) is similar to the training with unquantized SGs perturbed by an independent bounded uniform noise, in contrast to the other quantization methods where the perturbation depends on the gradients and hence, complicating the convergence analysis. We study the convergence of training algorithms using DQSG and the trade off between the number of quantization levels and the training time. Next, we observe that there is a correlation among the SGs computed by workers that can be utilized to further reduce the communication overhead without any performance loss. Hence, we develop a simple yet effective quantization scheme, nested dithered quantized SG (NDQSG), that can reduce the communication significantly without requiring the workers communicating extra information to each other. We prove that although NDQSG requires significantly less bits, it can achieve the same quantization variance bound as DQSG. Our simulation results confirm the effectiveness of training using DQSG and NDQSG in reducing the communication bits or the convergence time compared to the existing methods without sacrificing the accuracy of the trained model.","['machine learning', 'distributed training', 'dithered quantization', 'nested quantization', 'distributed compression']",machine learning ; distributed training ; dithered quantization ; nested quantization ; distributed compression,5,9,225,4,https://openreview.net/forum?id=rJxMM2C5K7,3,5.666666666666667,1.1547005383792517,1.0,3.6666666666666665,1.0,0.8118666666666666,1.445538365369589,0.0,0.9102711634357205,166.0,0,3.6666666666666665,0.538,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.338902804400858,0.47133921998762673,0,30-70,0.29069893956227283,-0.8919919035736001
rJx_b3RqY7,2019,0,Reject,1,AIM: Adversarial Inference by Matching Priors and Conditionals,"Effective inference for a generative adversarial model remains an important and challenging problem. We propose a novel approach, Adversarial Inference by Matching priors and conditionals (AIM), which explicitly matches prior and conditional distributions in both data and code spaces, and puts a direct constraint on the dependency structure of the generative model. We derive an equivalent form of the prior and conditional matching objective that can be optimized efficiently without any parametric assumption on the data. We validate the effectiveness of AIM on the MNIST, CIFAR-10, and CelebA datasets by conducting quantitative and qualitative evaluations. Results demonstrate that AIM significantly improves both reconstruction and generation as compared to other adversarial inference models.","['Generative adversarial network', 'inference', 'generative model']",generative adversarial network ; inference ; generative model,3,8,112,5,https://openreview.net/forum?id=rJx_b3RqY7,3,5.666666666666667,1.5275252316519463,1.0,4.333333333333333,1.0,0.9863,0.6958234273248065,0.0,0.7779613687040338,380.0,0,4.333333333333333,0.538,2019_5,decision=1;rating_share=1.0;confidence_share=1.0,0.8158744236476307,0.47133921998762673,1,30-70,0.40727558178346573,-0.375239504788952
rJxcHnRqYQ,2019,0,Reject,1,Local Binary Pattern Networks for Character Recognition,"Memory and computation efficient deep learning architectures are crucial to the continued proliferation of machine learning capabilities to new platforms and systems. Binarization of operations in convolutional neural networks has shown promising results in reducing the model size and computing efficiency. In this paper, we tackle the character recognition problem using a strategy different from the existing literature by proposing local binary pattern networks or LBPNet that can learn and perform bit-wise operations in an end-to-end fashion. LBPNet uses local binary comparisons and random projection in place of conventional convolution (or approximation of convolution) operations, providing important means to improve memory and speed efficiency that is particularly suited for small footprint devices and hardware accelerators. These operations can be implemented efficiently on different platforms including direct hardware implementation. LBPNet demonstrates its particular advantage on the character classification task where the content is composed of strokes. We applied LBPNet to benchmark datasets like MNIST, SVHN, DHCD, ICDAR, and Chars74K and observed encouraging results.","['deep learning', 'local binary pattern', 'supervised learning', 'hardware-friendly']",deep learning ; local binary pattern ; supervised learning ; hardware friendly,4,7,166,7,https://openreview.net/forum?id=rJxcHnRqYQ,3,5.333333333333333,0.5773502691896257,1.0,4.333333333333333,1.0,0.7037,-0.0365606670349035,0.0,0.9187511507404192,304.0,0,4.333333333333333,0.441,2019_7,decision=1;rating_share=1.0;confidence_share=1.0,0.04313118115305049,0.47133921998762673,0,30-70,0.4848042655757685,-0.060801661953514136
rJxug2R9Km,2019,0,Reject,1,Meta-Learning for Contextual Bandit Exploration,"We describe MÊLÉE, a meta-learning algorithm for learning a good exploration policy in the interactive contextual bandit setting. Here, an algorithm must take actions based on contexts, and learn based only on a reward signal from the action taken, thereby generating an exploration/exploitation trade-off. MÊLÉE addresses this trade-off by learning a good exploration strategy based on offline synthetic tasks, on which it can simulate the contextual bandit setting. Based on these simulations, MÊLÉE uses an imitation learning strategy to learn a good exploration policy that can then be applied to true contextual bandit tasks at test time. We compare MÊLÉE to seven strong baseline contextual bandit algorithms on a set of three hundred real-world datasets, on which it outperforms alternatives in most settings, especially when differences in rewards are large. Finally, we demonstrate the importance of having a rich feature representation for learning how to explore.","['meta-learning', 'bandits', 'exploration', 'imitation learning']",meta learning ; bandits ; exploration ; imitation learning,4,6,159,4,https://openreview.net/forum?id=rJxug2R9Km,3,5.333333333333333,2.0816659994661326,1.0,4.0,1.0,0.3667666666666666,0.0527282314223895,0.0,1.419116711212931,365.3333333333333,0,4.0,0.441,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.8781814745599974,0.47133921998762673,0,30-70,0.42738134859132404,-0.2925432626249855
rJzLciCqKm,2019,1,Accept (Poster),1,Learning from Positive and Unlabeled Data with a Selection Bias,"We consider the problem of learning a binary classifier only from positive data and unlabeled data (PU learning). Recent methods of PU learning commonly assume that the labeled positive data are identically distributed as the unlabeled positive data. However, this assumption is unrealistic in many instances of PU learning because it fails to capture the existence of a selection bias in the labeling process. When the data has a selection bias, it is difficult to learn the Bayes optimal classifier by conventional methods of PU learning. In this paper, we propose a method to partially identify the classifier. The proposed algorithm learns a scoring function that preserves the order induced by the class posterior under mild assumptions, which can be used as a classifier by setting an appropriate threshold. Through experiments, we show that the method outperforms previous methods for PU learning on various real-world datasets.","['PU learning', 'deep learning', 'machine learning', 'anomaly detection', 'sampling bias']",pu learning ; deep learning ; machine learning ; anomaly detection ; sampling bias,5,10,147,7,https://openreview.net/forum?id=rJzLciCqKm,3,6.0,1.0,1.0,3.333333333333333,1.0,-0.9317333333333332,0.3676401679878474,0.0,1.0264218798170228,559.0,0,3.333333333333333,0.6285,2019_7,decision=1;rating_share=1.0;confidence_share=1.0,-4.428808156722815,0.47133921998762673,0,30-70,0.6946088528221113,0.8217554807029879
rkGG6s0qKQ,2019,0,Reject,1,"The GAN Landscape: Losses, Architectures, Regularization, and Normalization","Generative adversarial networks (GANs) are a class of deep generative models which aim to learn a target distribution in an unsupervised fashion. While they were successfully applied to many problems, training a GAN is a notoriously challenging task and requires a significant amount of hyperparameter tuning, neural architecture engineering, and a non-trivial amount of ``tricks"". The success in many practical applications coupled with the lack of a measure to quantify the failure modes of GANs resulted in a plethora of proposed losses, regularization and normalization schemes, and neural architectures. In this work we take a sober view of the current state of GANs from a practical perspective. We reproduce the current state of the art and go beyond fairly exploring the GAN landscape. We discuss common pitfalls and reproducibility issues, open-source our code on Github, and provide pre-trained models on TensorFlow Hub.","['GANs', 'empirical evaluation', 'large-scale', 'reproducibility']",gans ; empirical evaluation ; large scale ; reproducibility,4,8,145,4,https://openreview.net/forum?id=rkGG6s0qKQ,3,5.0,1.7320508075688772,1.0,3.0,1.0,0.9435666666666666,0.788428024633153,0.0,2.321026094717055,574.3333333333334,0,3.0,0.3365,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.6990241244169096,0.47133921998762673,1,30-70,0.5536721588641204,0.21551898877836248
rkMD73A5FX,2019,0,Reject,1,Can I trust you more? Model-Agnostic Hierarchical Explanations,"Interactions such as double negation in sentences and scene interactions in images are common forms of complex dependencies captured by state-of-the-art machine learning models. We propose Mahé, a novel approach to provide Model-Agnostic Hierarchical Explanations of how powerful machine learning models, such as deep neural networks, capture these interactions as either dependent on or free of the context of data instances. Specifically, Mahé provides context-dependent explanations by a novel local interpretation algorithm that effectively captures any-order interactions, and obtains context-free explanations through generalizing context-dependent interactions to explain global behaviors. Experimental results show that Mahé obtains improved local interaction interpretations over state-of-the-art methods and successfully provides explanations of interactions that are context-free.","['interpretability', 'interactions', 'context-dependent', 'context-free']",interpretability ; interactions ; context dependent ; context free,4,9,123,4,https://openreview.net/forum?id=rkMD73A5FX,3,5.666666666666667,0.5773502691896258,1.0,4.0,1.0,0.89,-0.1536827510786402,0.0,0.8629899486145374,524.0,0,4.0,0.538,2019_4,decision=1;rating_share=1.0;confidence_share=1.0,0.5525510894217707,0.47133921998762673,1,30-70,0.6405547524003875,0.5777727374935431
rkeqCoA5tX,2019,0,Reject,1,LEARNING GENERATIVE MODELS FOR DEMIXING OF STRUCTURED SIGNALS FROM THEIR SUPERPOSITION USING GANS,"Recently, Generative Adversarial Networks (GANs) have emerged as a popular alternative for modeling complex high dimensional distributions. Most of the existing works implicitly assume that the clean samples from the target distribution are easily available. However, in many applications, this assumption is violated. In this paper, we consider the problem of learning GANs under the observation setting when the samples from target distribution are given by the superposition of two structured components. We propose two novel frameworks: denoising-GAN and demixing-GAN. The denoising-GAN assumes access to clean samples from the second component and try to learn the other distribution, whereas demixing-GAN learns the distribution of the components at the same time. Through comprehensive numerical experiments, we demonstrate that proposed frameworks can generate clean samples from unknown distributions, and provide competitive performance in tasks such as denoising, demixing, and compressive sensing.","['Generative Models', 'GANs', 'Denosing', 'Demixing', 'Structured Recovery']",generative models ; gans ; denosing ; demixing ; structured recovery,5,13,143,5,https://openreview.net/forum?id=rkeqCoA5tX,3,5.333333333333333,1.5275252316519468,1.0,4.333333333333333,1.0,0.8404333333333334,0.2133975436987208,0.0,1.411543825602401,371.3333333333333,0,4.333333333333333,0.441,2019_5,decision=1;rating_share=1.0;confidence_share=1.0,0.4170156799396475,0.47133921998762673,0,30-70,0.34788595727050886,-0.628344741719743
rkg5fh0ctQ,2019,0,Reject,1,Transferring SLU Models in Novel Domains,"Spoken language understanding (SLU) is a critical component in building dialogue systems. When building models for novel natural language domains, a major challenge is the lack of data in the new domains, no matter whether the data is annotated or not. Recognizing and annotating ``intent'' and ``slot'' of natural languages is a time-consuming process. Therefore, spoken language understanding in low resource domains remains a crucial problem to address. In this paper, we address this problem by proposing a transfer-learning method, whereby a SLU model is transferred to a novel but data-poor domain via a deep neural network framework. We also introduce meta-learning in our work to bridge the semantic relations between seen and unseen data, allowing new intents to be recognized and new slots to be filled with much lower new training effort. We show the performance improvement with extensive experimental results for spoken language understanding in low resource domains. We show that our method can also handle novel intent recognition and slot-filling tasks. Our methodology provides a feasible solution for alleviating data shortages in spoken language understanding.","['transfer learning', 'semantic representation', 'spoken language understanding']",transfer learning ; semantic representation ; spoken language understanding,3,6,183,11,https://openreview.net/forum?id=rkg5fh0ctQ,3,5.0,1.0,1.0,3.333333333333333,1.0,0.8708666666666667,0.1245226000926326,0.0,1.1892115386341031,278.3333333333333,0,3.333333333333333,0.3365,2019_11,decision=1;rating_share=1.0;confidence_share=1.0,0.5002327807178442,0.47133921998762673,1,30-70,0.389202097769373,-0.4506673986271423
